1  , 5770 ,1 , 3264
2  , 4380 ,0 , 2443
3  , 5760 ,1 , 2649
4  , 2950 ,0 , 1853
5  , 4580 ,1 , 2414
6  , 6120 ,1 , 3544
7  , 2900 ,0 , 1708
8  , 7580 ,1 , 3729
9  , 5180 ,0 , 2771
10  , 3780 ,0 , 2463
11  , 2960 ,0 , 1620
12  , 5130 ,0 , 2207
13  , 5170 ,0 , 1783
14  , 5580 ,1 , 5001
15  , 3840 ,0 , 1647
16  , 2940 ,0 , 1322
17  , 7460 ,2 , 4046
18  , 9960 ,2 , 6115
19  , 8350 ,1 , 3760
20  , 6180 ,2 , 4530
21  , 3750 ,1 , 2606
22  , 6760 ,0 , 1406
23  , 5190 ,0 , 2087
24  , 3780 ,0 , 2772
25  , 9950 ,2 , 5539
26  , 6420 ,0 , 1700
27  , 2270 ,0 , 1334
28  , 3720 ,0 , 2061
29  , 2010 ,0 , 1218
30  , 4380 ,0 , 2175
31  , 13140 ,1 , 3273
32  , 7540 ,1 , 3399
33  , 14610 ,2 , 5482
34  , 8790 ,1 , 3104
35  , 4180 ,0 , 2338
36  , 3410 ,1 , 2510
37  , 7340 ,1 , 3968
38  , 5090 ,1 , 2632
39  , 5460 ,1 , 3583
40  , 4780 ,0 , 2285
41  , 3540 ,1 , 2333
42  , 9710 ,1 , 3493
43  , 9760 ,1 , 3597
44  , 1810 ,0 , 1341
45  , 2020 ,0 , 1790
46  , 9380 ,2 , 4160
47  , 2380 ,0 , 1099
48  , 8940 ,2 , 5041
49  , 2770 ,0 , 2082
50  , 3030 ,0 , 1216
51  , 1530 ,0 , 893
52  , 11640 ,2 , 5190
53  , 6120 ,1 , 3047
54  , 7070 ,1 , 4132
55  , 6640 ,2 , 5065
56  , 6270 ,1 , 3523
57  , 12020 ,3 , 7832
58  , 7620 ,2 , 4746
59  , 2490 ,0 , 1744
60  , 7320 ,1 , 3141
61  , 7910 ,1 , 2919
62  , 5080 ,1 , 2131
63  , 3340 ,0 , 1147